-3.118223102228050991e-01,1.820117981609617464e-01,2.489436816977493028e-02,3.619132180358245465e-01,1.042445678196862735e+00,6.883982092409504649e-02,-1.303178712030972353e-01,3.281745975440861685e+02
-2.831281208059290289e-01,2.048782786321267924e-01,9.404539086359410549e-02,3.619132180358245465e-01,9.443907070259842662e-01,2.628732765330292764e-01,0.000000000000000000e+00,1.408106613157458924e+03
-3.119778300786976155e-01,1.821025756572881571e-01,2.212832726202216757e-02,3.619132180358245465e-01,1.042445678196862735e+00,6.118079392460868543e-02,0.000000000000000000e+00,1.408106613157458924e+03
-3.093561899370386170e-01,2.238575366448251336e-01,1.125778649455376201e-01,3.981045398394070234e-01,9.443907070259842662e-01,2.866960498200937790e-01,0.000000000000000000e+00,4.637633034074701754e+02
-3.423698237705587455e-01,1.998424911161907069e-01,3.651173998233652601e-02,3.981045398394070234e-01,1.042445678196862735e+00,9.184301395916105726e-02,0.000000000000000000e+00,4.637633034074701754e+02
-3.107671250379986927e-01,2.248785230234423838e-01,1.064925749484815498e-01,3.981045398394070234e-01,9.443907070259842662e-01,2.707965271909746896e-01,1.303178712030972353e-01,8.696937426606302779e+01
-3.428132422798824130e-01,2.001013160866111362e-01,3.042644998528045569e-02,3.981045398394070234e-01,1.042445678196862735e+00,7.650289474287204350e-02,1.303178712030972353e-01,8.696937426606302779e+01
-1.931069092254817168e-02,8.419924875650731666e-01,2.124319417154126033e-01,8.685917232859790005e-01,2.293049702828090300e-02,2.470767512079966310e-01,0.000000000000000000e+00,1.202109683111983941e+03
1.965387597493887251e-01,1.009666855554975040e+00,-2.085594844445587404e-01,1.049548332303891218e+00,-1.922528578577242520e-01,-2.000451279521870129e-01,-1.303178712030972353e-01,7.111250470894353839e+02
-1.193028536629170133e-01,1.033790546953910816e+00,1.363658167522114606e-01,1.049548332303891218e+00,1.148950569455751969e-01,1.302964609129787232e-01,-1.303178712030972353e-01,7.111250470894353839e+02
1.958922695670367586e-01,1.006345680075925619e+00,-2.246025217095247439e-01,1.049548332303891218e+00,-1.922528578577242520e-01,-2.156671979096550229e-01,0.000000000000000000e+00,3.119928535687719886e+03
7.380545720358097639e-02,1.070439075658341732e+00,-1.659624544651661371e-01,1.085739654107473751e+00,-6.883982092409504649e-02,-1.534581834194883032e-01,-1.303178712030972353e-01,3.090668773575271757e+02
7.361982199071247235e-02,1.067746711256011727e+00,-1.825586999116826925e-01,1.085739654107473751e+00,-6.883982092409504649e-02,-1.689447758527013455e-01,0.000000000000000000e+00,1.397983372603790485e+03
