-1.751501901098931613e-01 3.123164800038591427e-01 -5.255477724730261285e-02 3.619132180358245465e-01 -5.111046984133974513e-01 -1.457290137350111814e-01 0.000000000000000000e+00 1.063256648529539052e+04
1.287379394836540569e-01 3.264553789538576778e-01 -8.851330904808857314e-02 3.619132180358245465e-01 3.756269095780686573e-01 -2.470767512079966310e-01 0.000000000000000000e+00 1.063256648529539052e+04
2.473132075148445075e-01 2.447482006320146619e-01 -9.957747267909965172e-02 3.619132180358245465e-01 7.906108941820969571e-01 -2.787372449111935047e-01 0.000000000000000000e+00 1.063256648529539052e+04
3.195084437440451341e-01 1.667146973533543131e-01 -3.319249089303320105e-02 3.619132180358245465e-01 1.089873031576165774e+00 -9.184301395916105726e-02 0.000000000000000000e+00 1.063256648529539052e+04
8.620921021278721286e-02 3.659750408398709798e-01 -1.308337349367059144e-01 3.981045398394070234e-01 2.313429221698121707e-01 -3.348649828120860983e-01 -1.303178712030972353e-01 3.058933096085609122e+03
1.580510975363869919e-01 3.649298541078203617e-01 1.825586999116826301e-02 3.981045398394070234e-01 4.087113155490612604e-01 4.587306219564415977e-02 -1.303178712030972353e-01 3.058933096085609122e+03
8.596328170645949063e-02 3.649310259959254177e-01 -1.338763799352339634e-01 3.981045398394070234e-01 2.313429221698121707e-01 -3.429688169933239883e-01 0.000000000000000000e+00 1.332740854387840227e+04
1.581019735228180734e-01 3.650473234996517991e-01 1.521322499264022785e-02 3.981045398394070234e-01 4.087113155490612604e-01 3.822345289665898121e-02 0.000000000000000000e+00 1.332740854387840227e+04
1.581435871559562223e-01 3.651434067113897286e-01 1.217057999411219268e-02 3.981045398394070234e-01 4.087113155490612604e-01 3.057608079131306916e-02 1.303178712030972353e-01 2.495028731877669088e+03
9.528538452229615152e-02 4.045051846074986246e-01 -1.261314653935262098e-01 4.342958616429895002e-01 2.313429221698121707e-01 -2.946735737390914767e-01 -1.303178712030972353e-01 4.845636180979809069e+03
1.643374503134969744e-01 3.794446397536010984e-01 -1.327699635721329152e-01 4.342958616429895002e-01 4.087113155490612604e-01 -3.106873677171041459e-01 -1.303178712030972353e-01 4.845636180979809069e+03
9.481006748855595745e-02 4.024873703808563574e-01 -1.327699635721329152e-01 4.342958616429895002e-01 2.313429221698121707e-01 -3.106873677171041459e-01 0.000000000000000000e+00 2.151446962623796207e+04
1.639080316201512455e-01 3.784531395137640808e-01 -1.360892126614362263e-01 4.342958616429895002e-01 4.087113155490612604e-01 -3.187249650046058980e-01 0.000000000000000000e+00 2.151446962623796207e+04
9.456232593470265124e-02 4.014356587938298082e-01 -1.360892126614362263e-01 4.342958616429895002e-01 2.313429221698121707e-01 -3.187249650046058980e-01 1.303178712030972353e-01 4.139985264033798558e+03
1.634668398163566794e-01 3.774344559164847235e-01 -1.394084617507395374e-01 4.342958616429895002e-01 4.087113155490612604e-01 -3.267839369959587570e-01 1.303178712030972353e-01 4.139985264033798558e+03
-8.716631319205750406e-02 4.477943051190876877e-01 -1.150673017625151451e-01 4.704871834465719216e-01 -1.922528578577242520e-01 -2.470767512079966310e-01 -1.303178712030972353e-01 6.028155509735293890e+03
1.082975536315246567e-01 4.440765089664712728e-01 -1.114714485824365581e-01 4.704871834465719216e-01 2.392022900892440407e-01 -2.392022900892440407e-01 -1.303178712030972353e-01 6.028155509735293890e+03
1.789247776029782855e-01 4.131258435070130908e-01 -1.366424208429867226e-01 4.704871834465719216e-01 4.087113155490612604e-01 -2.946735737390914767e-01 -1.303178712030972353e-01 6.028155509735293890e+03
3.039128086290303066e-01 3.275051074760594316e-01 -1.474299803832225531e-01 4.704871834465719216e-01 7.480515366845447156e-01 -3.187249650046058980e-01 -1.303178712030972353e-01 6.028155509735293890e+03
-8.699012936535825691e-02 4.468892064478134363e-01 -1.186631549425937460e-01 4.704871834465719216e-01 -1.922528578577242520e-01 -2.549668839748019389e-01 0.000000000000000000e+00 2.826042911617814025e+04
1.034724820544125762e-01 4.392610227166834358e-01 -1.330465676629081495e-01 4.704871834465719216e-01 2.313429221698121707e-01 -2.866960498200938900e-01 0.000000000000000000e+00 2.826042911617814025e+04
1.784847869489643579e-01 4.121099332875909349e-01 -1.402382740230652958e-01 4.704871834465719216e-01 4.087113155490612604e-01 -3.026704607387090129e-01 0.000000000000000000e+00 2.826042911617814025e+04
-8.662033931162058109e-02 4.449895060464833518e-01 -1.258548613027509755e-01 4.704871834465719216e-01 -1.922528578577242520e-01 -2.707965271909748006e-01 1.303178712030972353e-01 6.214459478661257890e+03
1.029719924705563699e-01 4.371363460674066448e-01 -1.402382740230652958e-01 4.704871834465719216e-01 2.313429221698121707e-01 -3.026704607387090129e-01 1.303178712030972353e-01 6.214459478661257890e+03
1.780322378396217153e-01 4.110650263997344678e-01 -1.438341272031439799e-01 4.704871834465719216e-01 4.087113155490612604e-01 -3.106873677171041459e-01 1.303178712030972353e-01 6.214459478661257890e+03
-2.223325638853575759e-01 4.308563827592989393e-01 -1.471533762924472355e-01 5.066785052501543429e-01 -4.763850820907697958e-01 -2.946735737390914767e-01 -1.303178712030972353e-01 6.798848209284298719e+03
-9.387141420683114967e-02 4.822400208974790270e-01 -1.239186326673240024e-01 5.066785052501543429e-01 -1.922528578577242520e-01 -2.470767512079966310e-01 -1.303178712030972353e-01 6.798848209284298719e+03
